"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500","V501","V502","V503","V504","V505","V506","V507","V508","V509","V510","V511","V512"
61,17,31,23,32,63,48,22,8,13,6,33,21,14,110,39,52,25,28,24,173,91,49,67,1163,346,195,734,115,301,215,300,93,160,102,626,301,602,1116,1589,161,372,127,88,419,176,676,89,87,40,90,258,39,26,77,38,25,113,52,76,28,40,57,94,83,68,22,21,11,46,181,55,1316,351,232,137,115,213,161,98,40,121,146,36,98,118,26,90,34,15,20,76,93,66,55,58,31,16,66,81,74,91,619,394,76,284,130,208,217,197,128,140,321,308,337,595,850,145,149,103,262,467,1414,1407,17,30,110,137,54,162,75,59,414,876,90,105,251,157,29,100,43,61,852,191,24,40,27,24,43,77,22,41,143,38,140,70,22,36,195,154,8,47,11,25,41,56,130,41,29,15,9,20,14,29,13,6,50,30,16,50,46,105,20,35,6,16,5,11,22,17,13,21,111,70,53,176,17,65,29,53,34,20,15,20,19,21,115,23,80,44,149,60,27,155,43,32,39,30,126,201,226,26,97,231,24,16,72,30,18,22,40,22,29,46,42,32,62,8,27,7,8,20,28,39,7,9,11,15,18,14,10,46,2,9,1,3,65,78,56,26,28,16,93,43,55,44,15,9,25,134,55,20,78,21,121,43,46,23,67,64,93,24,62,48,42,4,69,88,14,77,17,11,22,21,2,19,7,5,36,29,23,21,25,6,216,258,1700,288,467,532,65,191,35,68,88,150,411,366,246,444,6,2,23,19,6,7,23,20,84,30,11,30,9,3,6,10,52,11,48,37,54,37,47,46,27,110,82,55,11,18,127,103,118,130,97,87,131,52,115,59,28,44,92,71,34,32,49,105,201,220,228,363,37,8,38,97,608,107,319,189,103,122,53,38,79,42,41,141,37,120,66,58,48,18,116,110,189,147,781,109,101,86,136,86,109,14,55,59,80,60,34,81,91,65,53,83,6,13,2,17,180,107,59,122,23,31,41,24,110,63,18,161,6,10,12,3,25,22,23,16,17,7,20,4,12,23,41,13,4,5,7,10,19,10,12,11,38,113,31,15,7,4,11,18,5,22,9,9,14,8,20,14,40,28,14,5,26,11,4,1,170,39,61,30,51,13,0,10,51,21,23,25,147,124,118,65,11,7,10,10,24,81,0,11,74,21,103,69,101,67,67,43
719,436,542,476,221,557,407,224,293,302,258,566,213,320,291,194,468,451,214,180,190,137,180,391,324,322,342,340,323,479,354,298,118,241,303,197,212,287,247,249,197,314,288,278,179,239,263,208,171,281,160,141,90,167,330,230,180,160,201,159,139,203,183,121,422,244,240,340,324,395,400,323,190,92,124,135,95,200,152,222,135,186,131,206,125,131,157,181,184,104,124,95,106,88,107,150,375,178,77,164,156,108,281,278,247,209,159,168,245,382,236,239,693,428,331,243,128,196,363,352,204,429,147,173,192,108,241,81,435,306,219,444,221,263,336,284,586,681,286,269,191,305,278,134,319,413,240,551,208,253,214,283,225,390,262,312,117,231,321,283,143,248,83,72,99,80,210,96,433,341,209,305,128,119,191,237,119,41,48,78,150,89,94,95,132,117,98,140,76,80,84,100,237,186,152,182,154,242,252,256,196,172,362,406,134,136,151,160,97,121,248,147,113,245,272,270,145,134,212,81,216,95,146,257,141,113,56,65,108,118,80,121,76,237,125,122,137,92,122,77,168,117,283,169,284,268,264,185,289,289,188,349,230,412,301,215,202,303,172,291,119,167,138,200,253,182,455,268,196,569,439,679,296,283,237,280,422,418,357,340,265,221,221,223,458,217,248,398,591,654,571,442,409,307,587,684,382,335,562,440,409,462,507,397,315,273,232,286,300,233,335,234,352,352,345,290,200,288,472,188,402,393,379,407,262,317,208,390,371,282,245,369,254,253,389,320,86,140,60,117,103,86,165,96,229,290,200,98,162,403,226,190,138,250,151,151,282,275,275,210,117,202,134,83,71,155,146,148,169,159,262,284,277,117,281,197,285,262,252,279,287,220,222,53,149,134,161,147,290,430,301,292,307,366,246,131,183,159,260,130,520,277,463,446,344,249,290,365,368,232,266,299,318,218,265,332,575,444,386,183,330,297,397,416,363,360,323,378,195,227,210,213,244,187,222,199,405,248,301,408,329,325,370,396,297,273,351,322,246,77,134,337,428,275,401,165,279,223,299,182,319,374,374,383,289,382,695,895,501,771,442,402,412,280,457,469,623,486,460,761,404,533,321,538,452,170,295,342,230,487,236,300,205,143,368,355,702,987,645,673,329,329,241,235,420,220,300,498,423,401,336,369
1,1,1,3,0,3,61,14,2,6,0,0,0,0,10,3,4,2,0,2,0,0,2,1,0,0,0,15,24,2,0,0,0,0,7,1,0,0,0,0,1,2,32,1,1,0,0,0,3,1,0,0,1,0,11,0,1,25,2,0,0,0,5,7,1,35,6,3,1,5,10,1,1,4,13,1,2,0,0,6,6,1,1,4,0,0,9,4,1,2,3,0,1,0,0,1,4,0,0,0,0,2,1,0,0,2,0,0,7,0,0,2,0,2,1,2,0,0,7,0,3,0,6,0,0,0,0,1,0,1,9,1,1,1,2,0,18,1,0,1,0,0,0,1,18,2,1,13,6,23,0,5,0,2,0,1,1,1,9,5,0,1,0,0,0,2,2,0,0,1,2,3,0,12,0,12,2,1,0,0,4,4,0,1,0,2,2,1,3,0,1,0,2,4,1,0,1,1,0,0,0,0,1,1,3,3,0,1,1,1,0,2,0,19,7,8,0,0,6,0,0,3,2,4,8,6,1,0,2,2,1,6,0,4,2,3,1,1,0,0,1,1,13,0,16,12,3,0,1,0,1,3,0,8,3,0,0,5,0,0,2,0,1,0,3,4,10,4,2,0,5,1,2,0,2,0,0,0,0,3,0,9,1,3,1,0,0,6,2,0,1,1,1,0,1,7,1,1,8,2,0,2,0,4,0,0,2,2,0,1,0,0,1,8,0,0,0,0,5,1,2,3,0,1,1,1,0,4,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,3,1,5,0,0,0,1,6,3,0,2,3,0,3,0,0,0,0,2,0,1,0,0,0,7,0,6,2,1,6,0,6,0,1,9,11,0,4,2,0,2,1,0,0,0,0,0,2,6,0,1,1,0,0,0,0,0,1,0,1,5,3,1,0,2,0,1,3,1,0,3,0,0,0,3,0,0,1,1,8,0,0,1,1,2,9,12,0,0,0,0,0,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,2,1,0,6,1,2,2,1,0,0,3,1,1,1,0,0,1,1,1,3,1,1,1,4,5,9,2,0,1,0,2,1,2,0,0,0,0,0,2,2,17,3,0,0,0,0,3,5,0,0,2,0,0,0,0
0,1,0,4,3,1,5,17,8,17,3,1,0,0,3,0,2,6,1,1,1,4,0,3,2,2,1,0,1,1,1,5,1,6,1,0,3,4,4,0,1,5,2,7,2,0,0,2,5,10,0,0,1,11,0,3,9,2,0,3,2,12,4,1,0,2,4,2,3,6,0,1,2,1,3,2,0,0,6,3,1,1,0,2,0,1,0,3,3,0,4,3,1,1,0,2,8,0,0,0,4,2,0,0,1,3,1,2,1,1,0,0,3,4,4,2,4,0,0,1,5,4,2,2,6,2,1,0,3,15,11,3,3,0,7,0,2,5,2,3,17,10,6,1,2,3,2,11,1,3,1,2,6,2,1,1,0,4,10,1,2,4,6,4,2,3,2,6,2,5,13,4,3,6,7,3,11,0,3,7,1,4,7,8,8,5,7,1,4,1,1,0,5,5,4,1,0,1,1,6,2,4,1,6,2,4,2,0,0,3,0,3,4,4,3,2,1,5,2,0,0,1,1,0,2,2,4,2,0,4,0,2,0,13,7,1,6,8,1,6,8,2,3,10,9,8,6,21,9,8,8,13,4,10,5,2,4,1,6,6,0,0,0,3,3,1,0,0,0,2,2,0,2,2,0,0,8,11,3,4,0,2,1,2,2,7,1,4,1,2,0,6,1,0,3,8,1,2,2,2,5,2,0,4,0,1,2,2,3,1,4,0,3,0,2,2,1,0,1,0,1,1,1,7,1,1,0,6,2,0,3,4,1,3,2,1,1,0,0,4,0,2,4,1,1,2,4,0,1,1,1,0,2,3,5,1,4,1,2,1,2,3,5,7,1,0,3,2,5,5,4,4,2,5,0,4,1,6,0,2,4,0,1,0,13,14,10,5,2,16,9,4,20,9,25,6,1,2,5,2,8,4,6,2,12,11,0,29,28,34,34,27,8,9,10,31,68,12,15,10,3,1,3,0,5,3,2,9,3,6,1,10,4,8,4,1,5,3,3,4,26,7,20,2,8,7,0,3,27,2,6,6,2,14,7,2,0,6,0,3,1,5,0,4,1,1,11,16,9,16,7,1,14,2,4,7,11,23,14,26,0,0,1,3,12,2,15,15,1,11,0,0,1,5,0,7,14,0,6,2,1,5,14,9,1,0,0,3,16,4,5,3
0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,3,6,7,0,0,1,0,0,0,8,9,0,0,0,0,0,0,2,0,0,9,0,0,1,0,1,0,3,0,7,0,0,0,5,0,0,0,0,0,0,0,3,1,8,0,0,2,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,1,0,0,0,0,6,0,3,0,0,0,1,0,12,2,2,0,2,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,2,3,0,1,3,0,0,1,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,0,1,0,0,2,0,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,1,4,0,0,6,2,0,0,0,0,16,3,0,0,0,3,0,2,0,2,3,4,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,1,4,1,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,2,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,8,1,0,12,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0
1,4,2,7,4,0,0,0,2,0,2,2,1,0,3,1,3,4,4,5,0,0,6,3,3,0,12,1,3,0,0,0,3,17,7,4,0,12,2,0,2,2,0,13,3,0,10,0,1,1,1,7,5,2,1,13,1,1,1,0,2,0,0,1,14,1,4,3,2,1,12,2,25,0,8,11,3,3,5,3,3,3,1,23,0,26,9,0,15,2,0,15,1,2,1,12,1,0,0,0,1,2,14,1,0,0,4,0,1,3,0,0,3,0,0,0,1,3,2,1,0,0,1,9,3,0,13,1,0,0,1,0,0,1,2,1,2,0,6,2,0,0,5,2,0,9,13,0,2,0,103,6,1,10,0,0,0,0,0,3,3,5,1,3,1,0,3,0,2,1,31,1,1,0,2,0,0,7,0,7,6,1,0,3,1,1,20,2,15,1,21,7,0,11,0,5,4,3,0,1,0,0,3,0,7,4,0,8,2,2,1,0,1,4,0,1,1,0,0,0,4,3,0,3,0,2,0,0,0,1,0,1,1,0,1,0,1,1,0,2,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,1,0,0,1,4,3,2,0,5,0,0,2,3,0,3,0,1,5,3,5,0,1,2,0,1,2,1,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,8,2,2,0,5,0,1,2,1,1,3,2,2,3,2,1,1,5,0,1,0,0,0,0,0,0,1,2,0,2,2,2,1,0,1,0,3,2,8,0,0,1,8,2,8,0,0,0,2,1,2,0,0,0,0,0,0,2,2,0,0,3,1,0,7,1,0,0,0,5,0,10,0,2,0,2,1,1,0,0,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,4,6,0,8,0,1,4,0,7,7,0,0,0,1,0,4,1,0,0,0,0,0,0,14,0,4,5,0,0,0,0,0,0,1,0,1,3,0,2,0,1,0,0,0,0,0,1,0,1,2,2,6,1,0,0,2,0,0,1,0,6,0,4,3,1,3,3,4,0,6,0,1,1,7,3,1,0,3,0,0,1,1,0,0,6,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,2,1,0,0,1,0,0
3,0,9,0,6,5,0,0,1,1,3,2,3,16,5,1,0,2,0,1,7,0,2,5,4,1,1,2,3,1,0,2,0,0,7,0,2,1,0,2,7,3,2,1,1,0,0,22,2,5,4,2,3,8,2,1,4,1,0,2,2,1,16,2,2,1,1,2,2,0,2,2,2,0,11,3,1,0,0,0,2,0,2,0,2,3,0,0,0,2,3,3,0,1,7,2,0,0,0,0,1,7,3,2,4,2,0,1,4,4,2,4,3,1,0,1,4,0,3,1,0,2,3,8,2,0,14,5,7,2,0,7,0,2,3,2,0,7,0,1,2,1,2,2,0,3,0,0,0,4,0,1,2,0,7,2,3,1,9,7,7,2,0,1,1,0,3,2,6,0,1,6,0,0,0,0,2,0,1,3,0,1,2,2,1,7,1,1,1,2,2,1,3,1,1,1,1,1,2,12,4,8,3,10,18,3,0,1,5,1,11,1,0,1,4,0,1,5,3,1,2,0,2,17,3,3,1,4,0,4,4,3,6,2,0,0,4,0,3,1,4,0,6,5,0,0,0,0,6,13,4,4,2,18,2,0,1,2,1,7,6,2,4,0,1,1,0,8,0,1,1,0,4,1,0,0,2,1,0,1,2,3,1,1,8,5,0,0,4,3,2,8,1,3,0,27,2,2,0,9,2,8,2,5,9,1,9,2,1,8,1,1,6,0,2,11,4,5,8,2,0,6,1,2,2,1,1,1,0,3,2,0,0,4,0,4,4,1,0,0,3,2,4,0,0,4,0,1,3,3,2,0,3,5,1,1,2,2,2,0,6,0,4,10,0,0,2,0,17,3,6,1,11,1,2,0,12,16,1,12,4,3,5,0,4,2,4,1,2,4,34,11,1,0,5,3,6,5,1,1,1,1,1,5,0,0,2,2,2,2,1,9,1,0,1,4,11,4,0,2,0,1,4,3,0,0,0,1,7,0,0,0,0,7,4,5,2,2,0,1,0,3,4,4,0,5,5,0,2,4,3,3,7,7,2,5,2,5,0,0,0,0,1,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,3,0,0,0,0,1,1,3,2,0,0,2,1,1,0,0,2,0,1,1,8,6,1,1,4,1,0,0,1,6,13,1
3,6,2,1,1,0,5,2,25,5,3,11,27,3,3,0,4,0,2,4,11,10,2,1,0,1,2,1,12,7,1,7,0,1,4,4,2,0,0,0,2,0,0,3,0,5,8,9,2,19,1,1,5,4,0,1,1,3,6,4,2,4,0,0,2,1,2,1,0,2,0,2,5,2,2,1,0,1,2,0,1,4,1,3,10,4,33,33,5,24,3,12,4,12,1,1,2,3,0,0,15,4,3,2,2,0,2,5,4,1,2,1,29,0,3,4,0,1,1,0,8,5,4,14,8,2,0,0,17,39,13,0,8,3,27,0,1,4,8,1,0,10,3,1,0,5,2,0,10,6,0,12,2,2,2,1,8,3,8,5,0,0,0,0,2,4,0,2,2,10,0,5,7,0,17,9,4,1,6,1,0,0,0,0,5,10,1,1,2,2,0,1,0,1,2,7,1,0,4,1,1,1,1,1,2,7,5,10,24,29,43,2,3,7,42,3,3,3,0,7,0,7,0,2,151,19,8,14,2,16,20,18,15,47,9,13,19,30,16,8,0,2,9,1,14,0,10,7,3,24,8,10,9,9,3,7,4,10,13,0,1,4,2,5,1,1,1,3,0,8,21,9,4,3,0,14,2,6,1,1,5,0,1,5,3,1,2,1,4,2,0,4,1,2,2,9,17,7,2,14,0,2,3,0,10,1,6,7,4,0,8,6,2,2,1,2,3,12,5,1,5,4,2,2,12,6,9,0,6,0,0,13,21,9,3,0,84,11,33,120,4,17,20,34,7,9,38,2,2,7,10,4,17,47,24,8,62,9,9,76,31,12,13,25,2,1,8,9,2,6,29,7,2,15,85,14,8,27,2,15,31,7,13,16,39,9,8,3,11,1,12,2,3,5,1,2,0,6,7,1,156,24,10,127,33,19,8,7,62,27,30,17,13,2,3,31,14,13,4,7,7,14,4,9,12,11,3,1,6,12,32,6,13,15,3,1,15,3,7,5,28,24,8,6,36,18,4,14,30,2,24,10,37,9,4,3,2,1,0,1,3,3,2,1,19,11,0,2,0,3,5,12,64,14,47,22,0,1,7,18,47,3,85,80,27,27,137,82,5,25,0,3,49,8,17,3,4,16,15,13,21,29,32,7,10,0,9,15,10,20,6,12
11,0,3,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,2,0,0,1,0,1,0,0,3,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,4,0,0,3,0,0,1,0,2,1,5,0,8,0,0,2,0,0,0,0,0,0,3,10,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,4,2,0,2,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,10,1,1,0,4,0,4,0,1,0,0,3,2,0,0,9,0,0,0,0,0,0,0,0,4,1,1,0,0,15,3,2,0,0,6,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1,0,0,0,16,35,0,2,1,7,5,0,0,1,18,6,10,0,0,1,7,0,0,2,0,0,0,0,0,9,0,0,1,1,3,0,7,0,1,3,0,1,0,0,0,7,0,1,0,9,2,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,1,0,0,10,2,6,4,50,4,1,0,4,0,0,0,1,0,35,7,14,0,3,0,0,6,0,1,10,1,1,0,10,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,1,0,0,13,0,3,0,9,0,0,0,1,0,0,0,0,0,0,8,0,1,0,8,0,8,2,0,0,1,0,0,0,3,0,12,1,0,0,17,0,6,0,0,2,0,0,0,0,0,0,4,2,33,0,0,0,0,0,3,0,0,38,0,0,0,0,0,1,16,7,6,1,1,0,0,0,0,6,0,0,0,0,5,0,1,6,5,0,0,0,0,8,0,0,0,0,0,0,0,5,2,0,0,1,6,0,0,0,0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,0,16,0
5,0,4,4,8,6,1,0,2,9,8,9,5,21,5,2,4,4,5,5,13,4,4,24,19,32,3,3,59,6,10,22,2,48,26,17,13,16,21,17,7,12,18,4,0,14,4,11,12,9,5,3,4,2,0,0,24,2,21,12,2,3,5,2,3,4,1,20,0,4,3,0,4,2,1,2,2,2,4,7,10,5,2,7,6,4,1,3,3,2,0,2,4,1,2,2,6,3,4,4,6,2,4,4,0,4,3,9,28,3,11,5,17,111,18,6,4,12,27,7,7,3,56,2,1,1,15,16,15,39,33,64,3,2,0,3,3,3,10,6,27,32,0,14,2,11,7,46,23,31,16,25,12,14,18,14,8,9,2,10,1,3,14,1,164,10,19,8,204,46,19,19,83,7,29,33,34,7,5,4,10,3,94,68,1,1,2,0,1,0,3,5,0,6,0,4,1,1,7,10,0,0,2,5,1,0,15,3,15,2,5,3,0,0,4,5,16,3,23,12,7,38,1,15,24,2,48,3,34,29,21,12,37,1,25,13,10,14,37,12,57,7,15,53,17,14,14,9,14,3,14,25,24,36,3,4,2,2,13,3,13,3,0,0,0,0,5,3,1,10,1,9,4,0,0,3,3,3,0,1,1,3,3,3,2,1,0,2,1,5,2,1,1,0,6,0,5,2,4,4,4,1,3,6,8,0,3,15,2,2,4,2,0,2,0,0,2,5,6,3,1,0,1,5,4,0,3,2,2,2,5,4,1,5,1,2,19,62,1,12,8,2,6,5,4,3,0,2,1,2,0,3,1,6,1,2,2,1,2,1,3,16,3,6,6,3,11,15,0,2,1,3,3,0,3,1,2,3,2,4,1,1,4,0,2,2,39,33,50,10,24,30,18,27,3,4,10,1,24,1,1,2,1,9,2,1,5,16,27,7,7,1,0,13,14,14,3,1,7,4,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,4,4,2,2,0,3,3,1,0,2,3,4,49,17,14,39,66,20,3,5,15,12,27,13,0,8,48,10,2,2,71,37,3,9,8,1,6,2,1,7,10,10,6,9,11,13,24,3,60,20,1,24,10,27,6,5,5,10,9,18,19,6,2,8,1,0,6,3,8,2,5,18,4,4,20,27
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,2,0,3,0,0,0,3,1,0,2,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,12,0,0,0,1,0,1,0,0,0,0,11,1,1,2,0,0,0,0,0,0,0,5,0,19,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,1
17,1,20,6,4,30,7,15,7,13,5,13,2,12,6,12,2,47,5,2,1,4,6,16,2,2,3,5,2,3,5,4,8,7,14,8,13,15,17,11,14,11,36,14,9,1,4,3,8,12,4,8,8,3,59,14,9,11,5,10,10,25,24,12,17,23,16,6,35,58,37,40,5,3,1,4,23,29,15,32,2,2,9,6,0,8,3,9,3,2,6,8,7,6,22,25,47,6,7,5,36,16,16,12,94,49,18,5,21,8,41,51,6,9,2,3,22,3,3,10,20,15,23,5,11,10,10,21,5,6,2,8,2,2,5,3,8,22,4,8,13,2,4,5,6,4,9,22,5,6,9,8,4,5,7,8,3,0,7,3,12,24,5,2,4,4,3,4,16,14,4,6,4,9,7,0,2,3,1,3,4,5,2,4,12,5,20,24,4,8,6,4,10,16,8,9,8,21,2,5,13,11,22,44,18,11,10,12,2,3,4,18,9,14,9,24,6,25,15,5,16,13,7,18,4,9,2,5,20,12,7,15,7,8,6,17,7,5,6,6,10,1,5,28,13,10,10,4,36,11,16,28,8,29,63,7,8,2,3,12,9,13,4,4,5,3,5,4,3,2,13,31,13,4,9,9,18,7,14,16,12,10,7,16,33,15,3,17,24,17,22,20,42,21,59,60,22,36,22,14,17,26,76,77,25,11,14,34,14,14,15,30,25,9,16,20,3,4,23,15,15,1,8,30,27,37,3,7,8,4,16,23,17,31,31,47,3,2,0,6,5,4,14,5,9,9,1,1,2,8,5,14,6,10,6,8,5,8,19,8,6,6,2,2,0,3,1,2,7,4,8,3,31,6,5,6,7,9,3,7,7,6,5,0,4,3,3,2,6,5,5,2,2,1,5,3,7,8,0,1,4,3,3,2,5,4,3,5,1,1,6,3,4,6,5,4,29,23,46,19,7,16,12,20,25,3,20,10,7,16,8,12,28,17,22,26,22,9,7,28,4,4,20,8,21,14,18,18,8,4,8,22,4,13,13,8,15,14,16,11,16,15,20,25,4,10,22,56,29,50,22,11,6,17,8,5,28,10,26,59,6,15,2,9,8,2,9,12,23,17,29,22,7,8,8,16,32,17,98,54,31,11,11,11,8,4,4,8,13,9,21,7
