Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Positive Regulation Of Cytokine Production (GO:0001819),0.4175250536681141,0.4217617843851785,0.422450447508902,0.4289023233586896,0.4225677746522707,0.4226414767146309,0.999997650764369
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.4915556712789531
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.1364095267627693
Triglyceride Biosynthetic Process (GO:0019432),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.9089664372743907
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.4915556712789531
Cellular Response To dsRNA (GO:0071359),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.9089664372743907
Response To Acidic pH (GO:0010447),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.999997650764369
Positive Regulation Of Cell Cycle Phase Transition (GO:1901989),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.4915556712789531
Megakaryocyte Differentiation (GO:0030219),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.999997650764369
Detection Of Visible Light (GO:0009584),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.999997650764369
Negative Regulation Of Fibroblast Proliferation (GO:0048147),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.4915556712789531
Base Conversion Or Substitution Editing (GO:0016553),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.999997650764369
Central Nervous System Neuron Development (GO:0021954),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.4915556712789531
Keratan Sulfate Metabolic Process (GO:0042339),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.281839044337375
Filopodium Assembly (GO:0046847),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.281839044337375
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.281839044337375
Golgi To Vacuole Transport (GO:0006896),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.043643258979468
Amyloid Precursor Protein Metabolic Process (GO:0042982),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.043643258979468
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.043643258979468
Negative Regulation Of Cellular Senescence (GO:2000773),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.1364095267627693
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.043643258979468
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.725487854300617
Positive Regulation Of Fatty Acid Metabolic Process (GO:0045923),0.4175250536681141,0.4212159561412334,0.4250854494525032,0.4288156870926202,0.4225677746522707,0.4230419842013483,0.1364095267627693
Glucose Metabolic Process (GO:0006006),0.2896033407938984,0.4217008169951067,0.6815912979501377,0.3012620393077444,0.4225677746522707,0.4233450539398316,0.5053492818436813
Intracellular Lipid Transport (GO:0032365),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.6281550808436639
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.6281550808436639
Positive Regulation Of Cation Transmembrane Transport (GO:1904064),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.9993186253256588
Cell Junction Maintenance (GO:0034331),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.9993186253256588
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.9993186253256588
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Response To Axon Injury (GO:0048678),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.6281550808436639
Vesicle Transport Along Actin Filament (GO:0030050),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.9993186253256588
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.6281550808436639
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.1071571619859321
Maintenance Of Protein Localization In Organelle (GO:0072595),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.1071571619859321
Maintenance Of Protein Location In Nucleus (GO:0051457),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.1071571619859321
fatty-acyl-CoA Metabolic Process (GO:0035337),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.4094037961304023
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.1071571619859321
Response To Retinoic Acid (GO:0032526),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.3500677635296407
Ureteric Bud Morphogenesis (GO:0060675),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.8353557600734015
Response To Cholesterol (GO:0070723),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.8353557600734015
Renal Absorption (GO:0070293),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.8353557600734015
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.8353557600734015
Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.8353557600734015
Cellular Response To Salt (GO:1902075),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
3'-UTR-mediated mRNA Stabilization (GO:0070935),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.8353557600734015
Associative Learning (GO:0008306),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.1313098458611428
Nucleosome Disassembly (GO:0006337),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.4094037961304023
Nitric Oxide Mediated Signal Transduction (GO:0007263),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Regulation Of Collagen Biosynthetic Process (GO:0032965),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.4094037961304023
Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.2429433504769355
Response To Organophosphorus (GO:0046683),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Regulation Of Epidermal Cell Differentiation (GO:0045604),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.2429433504769355
Regulation Of Exosomal Secretion (GO:1903541),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.2429433504769355
Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.2429433504769355
Membrane Repolarization (GO:0086009),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Regulation Of DNA Damage Checkpoint (GO:2000001),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.0054035020387612
Regulation Of Protein Neddylation (GO:2000434),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.0338516501224588
Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.0338516501224588
Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.0338516501224588
Ureteric Bud Development (GO:0001657),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.2429433504769355
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
T-helper Cell Differentiation (GO:0042093),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Icosanoid Biosynthetic Process (GO:0046456),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Positive Regulation Of Natural Killer Cell Activation (GO:0032816),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4289023233586896,0.4225677746522707,0.42340454196287514,0.999997650764369
Positive Regulation Of Organelle Assembly (GO:1902117),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4290133978272707,0.4225677746522707,0.42342675685659137,0.0013666614198202
Positive Regulation Of Interleukin-8 Production (GO:0032757),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4290133978272707,0.4225677746522707,0.42342675685659137,0.999997650764369
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.4187053779657336,0.4217617843851785,0.4250854494525032,0.4290133978272707,0.4225677746522707,0.42342675685659137,0.0088074874045936
Regulation Of JNK Cascade (GO:0046328),0.4187053779657336,0.4218283881954058,0.4250854494525032,0.4302347597567219,0.4225677746522707,0.42368435000452703,0.3036022959723437
Monoatomic Cation Homeostasis (GO:0055080),0.489004852563811,0.4923918348672021,0.327858877104301,0.3356569647711696,0.4927849555090934,0.42753949696311544,0.999997650764369
Protein-Containing Complex Disassembly (GO:0032984),0.4264277828301705,0.429842183889795,0.4305701402594812,0.4357422705332182,0.430344561357112,0.4305853877739554,0.0003280464202961602
Glycerophospholipid Metabolic Process (GO:0006650),0.4264277828301705,0.429842183889795,0.4305701402594812,0.4357422705332182,0.430344561357112,0.4305853877739554,0.999997650764369
Negative Regulation Of Defense Response (GO:0031348),0.4275040436480269,0.429842183889795,0.4320608425502785,0.4357422705332182,0.4308163768048447,0.43119314348523263,0.999997650764369
Linoleic Acid Metabolic Process (GO:0043651),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.999997650764369
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.999997650764369
Multicellular Organismal-Level Water Homeostasis (GO:0050891),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.999997650764369
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.999997650764369
Regulation Of Megakaryocyte Differentiation (GO:0045652),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.9416463863950252
Bicarbonate Transport (GO:0015701),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.9416463863950252
Regulation Of Centriole Replication (GO:0046599),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.0851923527071303
Water Transport (GO:0006833),0.4275040436480269,0.429842183889795,0.4327886280087348,0.4357422705332182,0.4308163768048447,0.4313387005769239,0.999997650764369
